customer_id,customer_name,city,membership
501,Customer_0501,New York,Gold
502,Customer_0502,Philadelphia,Silver
503,Customer_0503,San Diego,Gold
504,Customer_0504,San Antonio,Gold
505,Customer_0505,Los Angeles,Silver
506,Customer_0506,Houston,Silver
507,Customer_0507,Phoenix,Bronze
508,Customer_0508,Chicago,Silver
509,Customer_0509,Los Angeles,Bronze
510,Customer_0510,Chicago,Silver
511,Customer_0511,San Diego,Silver
512,Customer_0512,Philadelphia,Silver
513,Customer_0513,San Antonio,Silver
514,Customer_0514,San Antonio,Bronze
515,Customer_0515,San Diego,Silver
516,Customer_0516,New York,Gold
517,Customer_0517,San Diego,Silver
518,Customer_0518,New York,Bronze
519,Customer_0519,Houston,Gold
520,Customer_0520,Phoenix,Silver
521,Customer_0521,Los Angeles,Bronze
522,Customer_0522,Chicago,Bronze
523,Customer_0523,Chicago,Bronze
524,Customer_0524,San Antonio,Silver
525,Customer_0525,Los Angeles,Silver
526,Customer_0526,Los Angeles,Silver
527,Customer_0527,San Diego,Bronze
528,Customer_0528,Chicago,Silver
529,Customer_0529,San Diego,Bronze
530,Customer_0530,San Diego,Silver
531,Customer_0531,Phoenix,Silver
532,Customer_0532,Chicago,Bronze
533,Customer_0533,Chicago,Silver
534,Customer_0534,Los Angeles,Bronze
535,Customer_0535,Phoenix,Silver
536,Customer_0536,Chicago,Silver
537,Customer_0537,Houston,Silver
538,Customer_0538,New York,Silver
539,Customer_0539,Phoenix,Silver
540,Customer_0540,New York,Gold
541,Customer_0541,Philadelphia,Gold
542,Customer_0542,New York,Silver
543,Customer_0543,Chicago,Silver
544,Customer_0544,Chicago,Silver
545,Customer_0545,San Antonio,Gold
546,Customer_0546,New York,Silver
547,Customer_0547,Houston,Gold
548,Customer_0548,Phoenix,Bronze
549,Customer_0549,Phoenix,Bronze
550,Customer_0550,Philadelphia,Gold
551,Customer_0551,San Antonio,Silver
552,Customer_0552,Houston,Gold
553,Customer_0553,San Antonio,Gold
554,Customer_0554,Los Angeles,Gold
555,Customer_0555,San Diego,Gold
556,Customer_0556,Phoenix,Silver
557,Customer_0557,Philadelphia,Bronze
558,Customer_0558,San Diego,Gold
559,Customer_0559,San Antonio,Silver
560,Customer_0560,San Antonio,Bronze
561,Customer_0561,Phoenix,Bronze
562,Customer_0562,New York,Silver
563,Customer_0563,Houston,Gold
564,Customer_0564,Chicago,Silver
565,Customer_0565,San Diego,Silver
566,Customer_0566,Chicago,Bronze
567,Customer_0567,Chicago,Silver
568,Customer_0568,Chicago,Silver
569,Customer_0569,Philadelphia,Gold
570,Customer_0570,Phoenix,Silver
571,Customer_0571,San Diego,Bronze
572,Customer_0572,Houston,Silver
573,Customer_0573,Los Angeles,Silver
574,Customer_0574,New York,Bronze
575,Customer_0575,New York,Bronze
576,Customer_0576,Los Angeles,Silver
577,Customer_0577,San Diego,Silver
578,Customer_0578,Phoenix,Silver
579,Customer_0579,San Diego,Silver
580,Customer_0580,New York,Silver
581,Customer_0581,New York,Gold
582,Customer_0582,San Antonio,Bronze
583,Customer_0583,New York,Bronze
584,Customer_0584,New York,Bronze
585,Customer_0585,Houston,Bronze
586,Customer_0586,San Diego,Bronze
587,Customer_0587,Philadelphia,Bronze
588,Customer_0588,New York,Bronze
589,Customer_0589,San Antonio,Silver
590,Customer_0590,San Antonio,Silver
591,Customer_0591,San Antonio,Gold
592,Customer_0592,San Diego,Silver
